director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Ravindra Peepat,Rajiv Kapoor,Shashi Kapoor,Kulbhushan Kharbanda,abc,hum to chale pardes,Ravindra Peepat Rajiv Kapoor Shashi Kapoor Kulbhushan Kharbanda abc hum to chale pardes
Rajkumar Kohli,Sunny Deol,Anil Kapoor,Meenakshi Sheshadri,Drama,inteqam,Rajkumar Kohli Sunny Deol Anil Kapoor Meenakshi Sheshadri Drama inteqam
Ram Pahlwa,Arun Govil,Amrit Pal,Urmila Bhatt,Devotional,jai karoli maa,Ram Pahlwa Arun Govil Amrit Pal Urmila Bhatt Devotional jai karoli maa
Vijay Sadanah,Rishi Kapoor,Danny Denzongpa,Amrish Puri,Drama,janam janam,Vijay Sadanah Rishi Kapoor Danny Denzongpa Amrish Puri Drama janam janam
Kawal Sharma,Mithun Chakraborty,Sanjay Dutt,Govinda,Action,jeete hain shaan se,Kawal Sharma Mithun Chakraborty Sanjay Dutt Govinda Action jeete hain shaan se
T. Prakash Rao,Amala Akkineni,Aditya Pancholi,Kiran Kumar,Drama,kab tak chup rahungi,T. Prakash Rao Amala Akkineni Aditya Pancholi Kiran Kumar Drama kab tak chup rahungi
Mohan Bhakri,Hemant Birje,Kunika,Amjad Khan,Horror,kabrastan,Mohan Bhakri Hemant Birje Kunika Amjad Khan Horror kabrastan
Mahesh Bhatt,Sanjay Dutt,Amrita Singh,Paresh Rawal,Action,kabzaa,Mahesh Bhatt Sanjay Dutt Amrita Singh Paresh Rawal Action kabzaa
K. Bapaiah,Sridevi,Krishna,Gummadi,Action,kanoon ki hathkadee,K. Bapaiah Sridevi Krishna Gummadi Action kanoon ki hathkadee
S. S. Ravichandra,Jeetendra,Raj Babbar,Sujata Mehta,Action,kanwarlal,S. S. Ravichandra Jeetendra Raj Babbar Sujata Mehta Action kanwarlal
Umesh Mehra,Anil Kapoor,Poonam Dhillon,abc,"Action, Drama",kasam,"Umesh Mehra Anil Kapoor Poonam Dhillon abc Action, Drama kasam"
T. Rama Rao,Dharmendra,Sanjay Dutt,Chunky Pandey,"Action, Comedy, Crime, Drama",khatron ke khiladi,"T. Rama Rao Dharmendra Sanjay Dutt Chunky Pandey Action, Comedy, Crime, Drama khatron ke khiladi"
Pravin Bhatt,Avtar Gill,Annu Kapoor,Bharat Kapoor,Action,khoon bahaa ganga mein,Pravin Bhatt Avtar Gill Annu Kapoor Bharat Kapoor Action khoon bahaa ganga mein
Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia,"Action, Drama, Thriller",khoon bhari maang,"Rakesh Roshan Rekha Kabir Bedi Sonu Walia Action, Drama, Thriller khoon bhari maang"
Gulzar,Shabana Azmi,Naseeruddin Shah,Raj Babbar,Drama,libaas,Gulzar Shabana Azmi Naseeruddin Shah Raj Babbar Drama libaas
Kewal Sharma,Naseeruddin Shah,Poonam Dhillon,Mandakini,Comedy,maalamaal,Kewal Sharma Naseeruddin Shah Poonam Dhillon Mandakini Comedy maalamaal
Yesh Chauhan,Navin Nischol,Hemant Birje,Mandakini,abc,maar dhaad,Yesh Chauhan Navin Nischol Hemant Birje Mandakini abc maar dhaad
Naresh Saigal,Dharmendra,Raaj Kumar,Dimple Kapadia,Action,mahaveera,Naresh Saigal Dharmendra Raaj Kumar Dimple Kapadia Action mahaveera
Sudhir Mishra,Rajendra Gupta,Pankaj Kapur,Deepti Naval,Drama,main zinda hoon,Sudhir Mishra Rajendra Gupta Pankaj Kapur Deepti Naval Drama main zinda hoon
S. R. Pratap,Aman Virk,Hemant Birje,Dara Singh,Drama,mardangi,S. R. Pratap Aman Virk Hemant Birje Dara Singh Drama mardangi
Brij,Dharmendra,Sanjay Dutt,Jaya Prada,"Action, Drama",mardon wali baat,"Brij Dharmendra Sanjay Dutt Jaya Prada Action, Drama mardon wali baat"
Keshu Ramsay,Kabir Bedi,Dimple Kapadia,Navin Nischol,Action,mera shikar,Keshu Ramsay Kabir Bedi Dimple Kapadia Navin Nischol Action mera shikar
Vishwamitra,Rakhee Gulzar,Anupam Kher,abc,Drama,mere baad,Vishwamitra Rakhee Gulzar Anupam Kher abc Drama mere baad
Prakash Mehra,Raaj Kumar,Hema Malini,Sanjay Dutt,"Action, Thriller",mohabbat ke dushman,"Prakash Mehra Raaj Kumar Hema Malini Sanjay Dutt Action, Thriller mohabbat ke dushman"
Raghuvir Kul,Nana Patekar,Madhuri Dixit,Sadashiv Amrapurkar,Drama,mohre,Raghuvir Kul Nana Patekar Madhuri Dixit Sadashiv Amrapurkar Drama mohre
K.S.R. Doss,Jeetendra,Shatrughan Sinha,Hema Malini,"Drama, Action",mulzim,"K.S.R. Doss Jeetendra Shatrughan Sinha Hema Malini Drama, Action mulzim"
Hrishikesh Mukherjee,Raj Babbar,Vinod Mehra,Zeenat Aman,"Drama, Mystery",namumkin,"Hrishikesh Mukherjee Raj Babbar Vinod Mehra Zeenat Aman Drama, Mystery namumkin"
Joshiy,Jeetendra,Sumalatha,abc,Thriller,new delhi,Joshiy Jeetendra Sumalatha abc Thriller new delhi
Kamal Swaroop,Gopi Desai,Manish Gupta,Anita Kanwar,abc,om-dar-b-dar,Kamal Swaroop Gopi Desai Manish Gupta Anita Kanwar abc om-dar-b-dar
Shibu Mitra,Sunny Deol,Neelam Kothari,Chunky Pandey,Action,paap ki duniya,Shibu Mitra Sunny Deol Neelam Kothari Chunky Pandey Action paap ki duniya
K.R. Reddy,Dharmendra,Govinda,Anita Raj,Action,paap ko jalaa kar raakh kar doonga,K.R. Reddy Dharmendra Govinda Anita Raj Action paap ko jalaa kar raakh kar doonga
Raman Kumar,Rakesh Bedi,Abhinav Chaturvedi,Avtar Gill,Romance,parbat ke us paar,Raman Kumar Rakesh Bedi Abhinav Chaturvedi Avtar Gill Romance parbat ke us paar
Vijaya Mehta,Anupam Kher,Naseeruddin Shah,Shabana Azmi,"Comedy, Drama",pestonjee,"Vijaya Mehta Anupam Kher Naseeruddin Shah Shabana Azmi Comedy, Drama pestonjee"
Singeetham Srinivasa Rao,Kamal Hassan,Amala,Tinnu Anand,"Silent, Comedy",pushpak,"Singeetham Srinivasa Rao Kamal Hassan Amala Tinnu Anand Silent, Comedy pushpak"
Ajay Kashyap,Rakhee Gulzar,Govinda,Mandakini,Romance,pyaar mohabbat,Ajay Kashyap Rakhee Gulzar Govinda Mandakini Romance pyaar mohabbat
"Ismail Inamdar, A.K. Misra",Lalita Pawar,Rajesh Puri,abc,Horror,pyaasi atma,"Ismail Inamdar, A.K. Misra Lalita Pawar Rajesh Puri abc Horror pyaasi atma"
K. Bapaiah,Mithun Chakraborty,Madhavi,Nirupa Roy,"Drama, Family",pyar ka mandir,"K. Bapaiah Mithun Chakraborty Madhavi Nirupa Roy Drama, Family pyar ka mandir"
Ashok Gaikwad,Aditya Pancholi,Sangeeta Bijlani,Kiran Kumar,Action,qatil,Ashok Gaikwad Aditya Pancholi Sangeeta Bijlani Kiran Kumar Action qatil
Mansoor Khan,Aamir Khan,Juhi Chawla,Dalip Tahil,Romance,qayamat se qayamat tak,Mansoor Khan Aamir Khan Juhi Chawla Dalip Tahil Romance qayamat se qayamat tak
Sunil Hingorani,Sunny Deol,Anil Kapoor,Sridevi,Drama,ram-avtar,Sunil Hingorani Sunny Deol Anil Kapoor Sridevi Drama ram-avtar
Mirza Brothers,Raj Babbar,Kimi Katkar,Aasif Sheikh,"Action, Drama, Romance",rama o rama,"Mirza Brothers Raj Babbar Kimi Katkar Aasif Sheikh Action, Drama, Romance rama o rama"
Arunara,Vinod Khanna,Hema Malini,Naseeruddin Shah,Drama,rihaee,Arunara Vinod Khanna Hema Malini Naseeruddin Shah Drama rihaee
Simi Garewal,Mithun Chakraborty,Simi Garewal,Anuradha Patel,Romance,rukhsat,Simi Garewal Mithun Chakraborty Simi Garewal Anuradha Patel Romance rukhsat
Rajkumar Kohli,Raaj Kumar,Mithun Chakraborty,Dharmendra,"Action, Suspense",saazish,"Rajkumar Kohli Raaj Kumar Mithun Chakraborty Dharmendra Action, Suspense saazish"
Dulal Guha,Mithun Chakraborty,Shatrughan Sinha,Padmini Kolhapure,Drama,sagar sangam,Dulal Guha Mithun Chakraborty Shatrughan Sinha Padmini Kolhapure Drama sagar sangam
Mira Nair,Nana Patekar,Raghuvir Yadav,Anita Kanwar,Drama,salaam bombay!,Mira Nair Nana Patekar Raghuvir Yadav Anita Kanwar Drama salaam bombay!
Tinu Anand,Amitabh Bachchan,Meenakshi,Amrish Puri,Action,shahenshah,Tinu Anand Amitabh Bachchan Meenakshi Amrish Puri Action shahenshah
Harmesh Malhotra,Sridevi,Shaturghan Sinha,Pran,Action,sherni,Harmesh Malhotra Sridevi Shaturghan Sinha Pran Action sherni
A. C. Tirilokchander,Rajiv Kapoor,Amrita Singh,Asrani,abc,shukriyaa,A. C. Tirilokchander Rajiv Kapoor Amrita Singh Asrani abc shukriyaa
Mahesh Bhatt,Neelam Kothari,abc,abc,abc,siyasat,Mahesh Bhatt Neelam Kothari abc abc abc siyasat
K. Bapaiah,Jeetendra,Dharmendra,Nutan,"Action, Family",sone pe suhaaga,"K. Bapaiah Jeetendra Dharmendra Nutan Action, Family sone pe suhaaga"
Jagdeep,Jagdeep,Amitabh Bachchan,Dharmendra,Drama,soorma bhopali,Jagdeep Jagdeep Amitabh Bachchan Dharmendra Drama soorma bhopali
Ramesh Ahuja,Jeetendra,Rajnikanth,Amrita Singh,"Action, Romance",tamacha,"Ramesh Ahuja Jeetendra Rajnikanth Amrita Singh Action, Romance tamacha"
Govind Nihalani,Om Puri,Deepa Sahi,abc,Historical Drama,tamas,Govind Nihalani Om Puri Deepa Sahi abc Historical Drama tamas
Ramesh Talwar,Suparna Anand,Tanvi Azmi,Shafi Inamdar,Romantic comedy,tera naam mera naam,Ramesh Talwar Suparna Anand Tanvi Azmi Shafi Inamdar Romantic comedy tera naam mera naam
N. Chandra,Anil Kapoor,Madhuri Dixit,Chunky Pandey,"Action, Romance",tezaab,"N. Chandra Anil Kapoor Madhuri Dixit Chunky Pandey Action, Romance tezaab"
Nicholas Meyer,Pierce Brosnan,Shashi Kapoor,Saeed Jaffrey,"Action, Historical",the deceivers,"Nicholas Meyer Pierce Brosnan Shashi Kapoor Saeed Jaffrey Action, Historical the deceivers"
Ram Govind,Govinda,Kimi Katkar,Hema Malini,Drama,tohfa mohabbat ka,Ram Govind Govinda Kimi Katkar Hema Malini Drama tohfa mohabbat ka
Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath,Historical Drama,trishagni,Nabendu Ghosh Nana Patekar Pallavi Joshi Alok Nath Historical Drama trishagni
T. S. Ranga,Pranay Agrawal,Mamta Rao,abc,abc,udbhav,T. S. Ranga Pranay Agrawal Mamta Rao abc abc udbhav
"Shyam Ramsay, Tulsi Ramsay",Hemant Birje,Jasmin,Sahila Chaddha,Horror,veerana,"Shyam Ramsay, Tulsi Ramsay Hemant Birje Jasmin Sahila Chaddha Horror veerana"
Yash Chopra,Rajesh Khanna,Anil Kapoor,Rishi Kapoor,"Action, Drama",vijay,"Yash Chopra Rajesh Khanna Anil Kapoor Rishi Kapoor Action, Drama vijay"
Ravindra Peepat,Smita Patil,Amrita Singh,Raj Babbar,Drama,waaris,Ravindra Peepat Smita Patil Amrita Singh Raj Babbar Drama waaris
K. Bapaiah,Mithun Chakraborty,Sridevi,Neelam Kothari,"Action, Crime, Drama",waqt ki awaz,"K. Bapaiah Mithun Chakraborty Sridevi Neelam Kothari Action, Crime, Drama waqt ki awaz"
B. R. Ishara,Rajesh Khanna,Farha Naaz,Moon Moon Sen,Horror,woh phir aayegi,B. R. Ishara Rajesh Khanna Farha Naaz Moon Moon Sen Horror woh phir aayegi
J. P. Dutta,Sunny Deol,Farha Naaz,Danny Denzongpa,"Action, Drama",yateem,"J. P. Dutta Sunny Deol Farha Naaz Danny Denzongpa Action, Drama yateem"
Avtar Bhogal,Dimple Kapadia,Raj Babbar,abc,Action,zakhmi aurat,Avtar Bhogal Dimple Kapadia Raj Babbar abc Action zakhmi aurat
Harish Shah,Dharmendra,Shatrughan Sinha,Rati Agnihotri,Action,zalzala,Harish Shah Dharmendra Shatrughan Sinha Rati Agnihotri Action zalzala
Mahendra Shah,Naseeruddin Shah,Kiran Kumar,abc,Action,zulm ko jala doonga,Mahendra Shah Naseeruddin Shah Kiran Kumar abc Action zulm ko jala doonga
David Dhawan,Sunny Deol,Dimple Kapadia,Shakti Kapoor,Action,aag ka gola,David Dhawan Sunny Deol Dimple Kapadia Shakti Kapoor Action aag ka gola
Bhaskar Shetty,Jeetendra,Anil Kapoor,Meenakshi Sheshadri,Action,aag se khelenge,Bhaskar Shetty Jeetendra Anil Kapoor Meenakshi Sheshadri Action aag se khelenge
Ashim S. Samanta,Govinda,Shatrughan Sinha,Moushumi Chatterjee,Action,aakhri baazi,Ashim S. Samanta Govinda Shatrughan Sinha Moushumi Chatterjee Action aakhri baazi
Mangal Chakraborty,Mithun Chakraborty,Yogeeta Bali,Prem Chopra,Action,aakhri badla,Mangal Chakraborty Mithun Chakraborty Yogeeta Bali Prem Chopra Action aakhri badla
Shibbu Mitra,Mithun Chakraborty,Raj Babbar,Sonam,abc,aakhri ghulam,Shibbu Mitra Mithun Chakraborty Raj Babbar Sonam abc aakhri ghulam
Amjad Khan,Sachin,Sohani,abc,Comedy,abhi to main jawan hoon,Amjad Khan Sachin Sohani abc Comedy abhi to main jawan hoon
Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon,abc,abhimanyu,Tony Juneja Anil Kapoor Kimi Katkar Poonam Dhillon abc abhimanyu
Sagar Sarhadi,Supriya Pathak,Pankaj Kapoor,abc,abc,agla mausam,Sagar Sarhadi Supriya Pathak Pankaj Kapoor abc abc agla mausam
Diljit Singh,Shekhar Suman,Ashok Kumar,abc,Drama,anjaane rishte,Diljit Singh Shekhar Suman Ashok Kumar abc Drama anjaane rishte
Pradeep Hooda,Sumeet Saigal,Sonu Walia,Moon Moon Sen,abc,apna desh paraye log,Pradeep Hooda Sumeet Saigal Sonu Walia Moon Moon Sen abc apna desh paraye log
Madhu Tejpal,Sumeet Saigal,Anuradha Patel,abc,abc,apne begaane,Madhu Tejpal Sumeet Saigal Anuradha Patel abc abc apne begaane
Mehul Kumar,Jeetendra,Sonam,Govinda,Drama,asmaan se ooncha,Mehul Kumar Jeetendra Sonam Govinda Drama asmaan se ooncha
A. A. Darpan,Raj Kiran,Jagdish Raj,Kader Khan,abc,awara zindagi,A. A. Darpan Raj Kiran Jagdish Raj Kader Khan abc awara zindagi
Kalpataru,Meenakshi Seshadri,Rishi Kapoor,Shammi Kapoor,Drama,bade ghar ki beti,Kalpataru Meenakshi Seshadri Rishi Kapoor Shammi Kapoor Drama bade ghar ki beti
Manik Chatterjee,Rekha,Rakesh Roshan,Utpal Dutt,Drama,bahurani,Manik Chatterjee Rekha Rakesh Roshan Utpal Dutt Drama bahurani
Ramgopal Gupta,Sadashiv Amrapurkar,Sonika Gill,Gulshan Grover,abc,bandook dahej ke seenay par,Ramgopal Gupta Sadashiv Amrapurkar Sonika Gill Gulshan Grover abc bandook dahej ke seenay par
J.P. Dutta,Dharmendra,Vinod Khanna,Dimple Kapadia,"Drama, Action",batwara,"J.P. Dutta Dharmendra Vinod Khanna Dimple Kapadia Drama, Action batwara"
Ramesh Sippy,Mithun Chakraborty,Rekha,Rajnikanth,"Drama, Action",bhrashtachar,"Ramesh Sippy Mithun Chakraborty Rekha Rajnikanth Drama, Action bhrashtachar"
Sisir Misra,Govinda,Neelam Kothari,Anita Raj,abc,billoo badshah,Sisir Misra Govinda Neelam Kothari Anita Raj abc billoo badshah
Pankaj Parashar,Sridevi,Rajnikanth,Sunny Deol,"Romance, Comedy",chaalbaaz,"Pankaj Parashar Sridevi Rajnikanth Sunny Deol Romance, Comedy chaalbaaz"
Yash Chopra,Vinod Khanna,Rishi Kapoor,Sridevi,Romance,chandni,Yash Chopra Vinod Khanna Rishi Kapoor Sridevi Romance chandni
Ram Maheshwari,Sanjay Khan,Leena Chandavarkar,Pran,Drama,chingari,Ram Maheshwari Sanjay Khan Leena Chandavarkar Pran Drama chingari
Manoj Kumar,Manoj Kumar,Mohammed Ali,Shashi Kapoor,Drama,clerk,Manoj Kumar Manoj Kumar Mohammed Ali Shashi Kapoor Drama clerk
Sultan Ahmed,Mithun Chakravorty. Shammi Kapoor,Padmini Kolhapure,Suresh Oberoi,Action,daata,Sultan Ahmed Mithun Chakravorty. Shammi Kapoor Padmini Kolhapure Suresh Oberoi Action daata
Mahesh Bhatt,Pooja Bhatt,Anupam Kher,Manohar Singh,Drama,daddy,Mahesh Bhatt Pooja Bhatt Anupam Kher Manohar Singh Drama daddy
Deven Verma,Ashok Kumar,Mithun Chakraborty,Padmini Kolhapure,Drama,dana paani,Deven Verma Ashok Kumar Mithun Chakraborty Padmini Kolhapure Drama dana paani
Kawal Sharma,Jeetendra,Bhanupriya,Prem Chopra,Drama,dav pech,Kawal Sharma Jeetendra Bhanupriya Prem Chopra Drama dav pech
Swaroop Kumar,Raaj Kumar,Hema Malini,Aditya Pancholi,abc,desh ke dushman,Swaroop Kumar Raaj Kumar Hema Malini Aditya Pancholi abc desh ke dushman
Ajay Kashyap,Govinda,Sanjay Dutt,Farah,abc,do qaidi,Ajay Kashyap Govinda Sanjay Dutt Farah abc do qaidi
Raj Dutt,Sharmila Tagore,Marc Zuber,Vikram Gokhale,abc,doorie,Raj Dutt Sharmila Tagore Marc Zuber Vikram Gokhale abc doorie
K. Murali Mohan Rao,Mithun Chakraborty,Amala,Amjad Khan,Drama,dost,K. Murali Mohan Rao Mithun Chakraborty Amala Amjad Khan Drama dost
C. P. Dixit,Govinda,Neelam Kothari,abc,abc,dost garibon ka,C. P. Dixit Govinda Neelam Kothari abc abc dost garibon ka
K. Vishwanath,Anil Kapoor,Vijayshanti,Saeed Jaffrey,Drama,eeshwar,K. Vishwanath Anil Kapoor Vijayshanti Saeed Jaffrey Drama eeshwar
Mrinal Sen,Shriram Lagoo,Shabana Azmi,Anil Chatterjee,Drama,ek din achanak,Mrinal Sen Shriram Lagoo Shabana Azmi Anil Chatterjee Drama ek din achanak
Anil Sharma,Dharmendra,Jaya Prada,abc,Action,elaan-e-jung,Anil Sharma Dharmendra Jaya Prada abc Action elaan-e-jung
R. P. Swamy,Govinda,Neelam Kothari,abc,Drama,farz ki jung,R. P. Swamy Govinda Neelam Kothari abc Drama farz ki jung
Prayag Raj,Sridevi,Govinda,Rajinikanth,Action,gair kanooni,Prayag Raj Sridevi Govinda Rajinikanth Action gair kanooni
Sher Jung Singh,Raaj Kumar,Mithun Chakraborty,Hema Malini,abc,galiyon ka badshah,Sher Jung Singh Raaj Kumar Mithun Chakraborty Hema Malini abc galiyon ka badshah
Ramesh Ahuja,Mithun Chakraborty,Bhanupriya,Sumeet Saigal,abc,garibon ka daata,Ramesh Ahuja Mithun Chakraborty Bhanupriya Sumeet Saigal abc garibon ka daata
Anant Balani,Shekhar Kapur,Zeenat Aman,Ranjeeta Kaur,Thriller,gawahi,Anant Balani Shekhar Kapur Zeenat Aman Ranjeeta Kaur Thriller gawahi
Vinod R. Verma,Govinda,Anuradha Patel,abc,abc,gentleman,Vinod R. Verma Govinda Anuradha Patel abc abc gentleman
Sikander Bharti,Rajesh Khanna,Neelam Kothari,Chunky Pandey,Drama,ghar ka chiraag,Sikander Bharti Rajesh Khanna Neelam Kothari Chunky Pandey Drama ghar ka chiraag
K. Ravi Shankar,Rishi Kapoor,Govinda,Jaya Prada,Drama,gharana,K. Ravi Shankar Rishi Kapoor Govinda Jaya Prada Drama gharana
David Dhawan,Shatrughan Sinha,Chunky Pandey,abc,Action,gola barood,David Dhawan Shatrughan Sinha Chunky Pandey abc Action gola barood
Jalal Agha,Kumar Gaurav,Juhi Chawla,Tinnu Anand,Crime,goonj,Jalal Agha Kumar Gaurav Juhi Chawla Tinnu Anand Crime goonj
Umesh Mehra,Mithun Chakraborty,Sridevi,Shakti Kapoor,Drama,guru,Umesh Mehra Mithun Chakraborty Sridevi Shakti Kapoor Drama guru
J. P. Dutta,Dharmendra,Sanjay Dutt,Rishi Kapoor,Action,hathyar,J. P. Dutta Dharmendra Sanjay Dutt Rishi Kapoor Action hathyar
Ketan Mehta,Naseeruddin Shah,Sanjana Kapoor,Saeed Jaffrey,"Action, Comedy, Drama",hero hiralal,"Ketan Mehta Naseeruddin Shah Sanjana Kapoor Saeed Jaffrey Action, Comedy, Drama hero hiralal"
Surendra Mohan,Mithun Chakraborty,Raj Babbar,Mandakini,"Action, Drama",hisaab khoon ka,"Surendra Mohan Mithun Chakraborty Raj Babbar Mandakini Action, Drama hisaab khoon ka"
Manivannan,Sanjay Dutt,Jackie Shroff,Raj Babbar,"Action, Drama",hum bhi insaan hain,"Manivannan Sanjay Dutt Jackie Shroff Raj Babbar Action, Drama hum bhi insaan hain"
Aziz Sejawal,Dharmendra,Mithun Chakraborty,Sanjay Dutt,Action,ilaaka,Aziz Sejawal Dharmendra Mithun Chakraborty Sanjay Dutt Action ilaaka
Prabhat Roy,Mithun Chakraborty,Padmini Kolhapure,Vinod Mehra,Drama,hum intezaar karenge,Prabhat Roy Mithun Chakraborty Padmini Kolhapure Vinod Mehra Drama hum intezaar karenge
Prakash Mehra,Amitabh Bachchan,Jaya Prada,Aditya Pancholi,Drama,jaadugar,Prakash Mehra Amitabh Bachchan Jaya Prada Aditya Pancholi Drama jaadugar
Vimal Kumar,Govinda,Kimi Katkar,Asrani,Drama,jaisi karni waisi bharnii,Vimal Kumar Govinda Kimi Katkar Asrani Drama jaisi karni waisi bharnii
Sibte Hassan Rizvi,Anil Kapoor,Sunny Deol,Meenakshi Seshadri,Action,joshilaay,Sibte Hassan Rizvi Anil Kapoor Sunny Deol Meenakshi Seshadri Action joshilaay
Mehul Kumar,Govinda,Raaj Kumar,Danny Denzongpa,Action,jung baaz,Mehul Kumar Govinda Raaj Kumar Danny Denzongpa Action jung baaz
David Dhawan,Shatrughan Sinha,Kumar Gaurav,abc,Action,jurrat,David Dhawan Shatrughan Sinha Kumar Gaurav abc Action jurrat
Deepak Balraj Vij,Aditya Pancholi,Mandakini,Kimi Katkar,Action,kahan hai kanoon,Deepak Balraj Vij Aditya Pancholi Mandakini Kimi Katkar Action kahan hai kanoon
Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz,Action,kala bazaar,Rakesh Roshan Anil Kapoor Jackie Shroff Farha Naaz Action kala bazaar
Basu Chatterjee,Pankaj Kapoor,Supriya Pathak,Roopa Ganguly,Drama,kamla ki maut,Basu Chatterjee Pankaj Kapoor Supriya Pathak Roopa Ganguly Drama kamla ki maut
B. Gopal,Dilip Kumar,Nutan Behl,Sanjay Dutt,Action,kanoon apna apna,B. Gopal Dilip Kumar Nutan Behl Sanjay Dutt Action kanoon apna apna
R. Kumar,Shatrughan Sinha,Jaya Prada,abc,abc,kanoon ki awaaz,R. Kumar Shatrughan Sinha Jaya Prada abc abc kanoon ki awaaz
Mohan Segal,Dharmendra,Rekha,abc,Action,kasam suhaag ki,Mohan Segal Dharmendra Rekha abc Action kasam suhaag ki
Shibu Mitra,Jeetendra,Bhanupriya,Chunky Pandey,Action,kasam vardi ki,Shibu Mitra Jeetendra Bhanupriya Chunky Pandey Action kasam vardi ki
Kumar Shahani,Rajat Kapoor,Poonam Dhillon,abc,Drama,khayal gatha,Kumar Shahani Rajat Kapoor Poonam Dhillon abc Drama khayal gatha
Keshu Ramsay,Naseeruddin Shah,Rishi Kapoor,Kimi Katkar,Thriller,khoj,Keshu Ramsay Naseeruddin Shah Rishi Kapoor Kimi Katkar Thriller khoj
Dada Kondke,Dada Kondke,Mehmood Ali,abc,abc,khol de meri zuban,Dada Kondke Dada Kondke Mehmood Ali abc abc khol de meri zuban
Mohan Bhakri,Deepak Parashar,Javed Khan,Shagufta Ali,Horror,khooni murda,Mohan Bhakri Deepak Parashar Javed Khan Shagufta Ali Horror khooni murda
P. Chandrakumar,Shafeeq,Neeta Puri,Aruna Irani,abc,khuli khidki,P. Chandrakumar Shafeeq Neeta Puri Aruna Irani abc khuli khidki
Deepak Shivdasani,Mithun Chakraborty,Rekha,Dimple Kapadia,"Drama, Action",ladaai,"Deepak Shivdasani Mithun Chakraborty Rekha Dimple Kapadia Drama, Action ladaai"
Ravinder Peepat,Sahil Chaddha,Veverly,abc,Drama,lal dupatta malmal ka,Ravinder Peepat Sahil Chaddha Veverly abc Drama lal dupatta malmal ka
Jagdish Kadar,Dev Anand,Aditya Pancholi,Sonam,Drama,lashkar,Jagdish Kadar Dev Anand Aditya Pancholi Sonam Drama lashkar
Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover,"Romance, Drama",love love love,"Babbar Subhash Aamir Khan Juhi Chawla Gulshan Grover Romance, Drama love love love"
Raj N. Sippy,Vinod Khanna,Raj Babbar,Meenakshi Seshadri,Drama,mahaadev,Raj N. Sippy Vinod Khanna Raj Babbar Meenakshi Seshadri Drama mahaadev
Tinnu Anand,Amitabh Bachchan,Shabana Azmi,abc,Drama,main azaad hoon,Tinnu Anand Amitabh Bachchan Shabana Azmi abc Drama main azaad hoon
Vijay Reddy,Jackie Shroff,Jaya Prada,Sunny Deol,"Drama, Action",main tera dushman,"Vijay Reddy Jackie Shroff Jaya Prada Sunny Deol Drama, Action main tera dushman"
Vijay Anand,Rajendra Kumar,Asha Parekh,Suneil Anand,Drama,main tere liye,Vijay Anand Rajendra Kumar Asha Parekh Suneil Anand Drama main tere liye
Sooraj R. Barjatya,Salman Khan,Bhagyashree Patwardhan,Laxmikant Berde,"Romantic, Drama",maine pyar kiya,"Sooraj R. Barjatya Salman Khan Bhagyashree Patwardhan Laxmikant Berde Romantic, Drama maine pyar kiya"
Tatineni Rama Rao,Jeetendra,Sunny Deol,Jaya Prada,Action,majboor,Tatineni Rama Rao Jeetendra Sunny Deol Jaya Prada Action majboor
Shibhu Mitra,Mithun Chakraborty,Shashi Kapoor,farha Naaz,Action,meri zabaan,Shibhu Mitra Mithun Chakraborty Shashi Kapoor farha Naaz Action meri zabaan
Moeen Amjad,Mithun Chakraborty,Moon Moon Sen,abc,Action,mil gayee manzil mujhe,Moeen Amjad Mithun Chakraborty Moon Moon Sen abc Action mil gayee manzil mujhe
Shiv Kumar,Chunky Pandey,Sonam,Neelam Kothari,Drama,mitti aur sona,Shiv Kumar Chunky Pandey Sonam Neelam Kothari Drama mitti aur sona
Padmini,Shammi Kapoor,Raj Babbar,Aditya Pancholi,abc,mohabat ka paigham,Padmini Shammi Kapoor Raj Babbar Aditya Pancholi abc mohabat ka paigham
Umesh Mehra,Mithun Chakraborty,Madhuri Dixit,Nutan,Action,mujrim,Umesh Mehra Mithun Chakraborty Madhuri Dixit Nutan Action mujrim
